gender,ethnicity,score,fcollege,mcollege,home,urban,unemp,wage,distance,tuition,education,income,region
male,other,52.13000107,no,yes,yes,no,5.300000191,10.51000023,1.5,0.824479997,15,low,other
male,other,56.81999969,no,no,yes,no,5.300000191,10.51000023,1.5,0.824479997,12,low,other
female,other,55.02000046,no,yes,yes,no,5.300000191,10.51000023,1.5,0.824479997,16,low,other
male,other,55.25,no,no,yes,no,5.300000191,10.51000023,1.5,0.824479997,15,low,other
male,other,64.13999939,yes,yes,yes,no,10.69999981,10.51000023,5.5,0.824479997,16,high,other
male,other,38.81000137,no,no,yes,no,10.69999981,10.51000023,5.5,0.824479997,12,low,other
male,other,60.86000061,no,no,yes,no,9.899999619,9.760000229,6.5,0.484990001,13,low,other
female,other,54.90999985,no,no,yes,no,9.899999619,9.760000229,6.5,0.484990001,13,high,other
male,other,51.43000031,no,no,yes,no,9.899999619,9.760000229,6.5,0.484990001,12,low,other
female,other,53.75999832,no,no,yes,no,9.899999619,9.760000229,6.5,0.484990001,12,low,other
male,other,59.43000031,no,no,no,no,9.899999619,9.760000229,6.5,0.484990001,12,low,other
female,other,53.31999969,no,no,yes,no,10.30000019,10.51000023,6,0.824479997,14,low,other
male,other,56.93999863,no,no,yes,no,10.30000019,10.51000023,6,0.824479997,16,low,other
female,hispanic,45.15999985,no,no,yes,no,8.300000191,10.51000023,4,0.824479997,12,low,other
female,other,48.97999954,no,no,yes,no,8.300000191,10.51000023,4,0.824479997,12,low,other
male,other,52.95000076,no,no,no,no,4.300000191,9.729999542,10.5,0.778289974,14,low,other
male,other,42.15000153,no,no,yes,no,4.300000191,9.729999542,10.5,0.778289974,12,high,other
male,other,49.70999908,no,no,yes,no,4.300000191,9.729999542,10.5,0.778289974,14,low,other
male,other,52.54000092,no,yes,yes,no,4.300000191,9.729999542,10.5,0.778289974,13,low,other
female,other,50.15000153,no,no,yes,no,3.299999952,11.07999992,4.5,0.893760026,12,high,other
female,other,44.13999939,no,no,yes,no,3.299999952,11.07999992,4.5,0.893760026,12,low,other
male,other,48.97000122,no,no,yes,no,3.299999952,11.07999992,4.5,0.893760026,16,high,other
male,other,63.43000031,yes,yes,no,no,3.299999952,11.07999992,4.5,0.893760026,15,low,other
male,other,64.62999725,no,yes,yes,no,3.299999952,11.07999992,4.5,0.893760026,16,low,other
male,other,36.24000168,no,no,yes,no,3.299999952,11.07999992,4.5,0.893760026,12,low,other
male,afam,54.40000153,no,no,yes,yes,7,9.760000229,0.200000003,0.484990001,13,low,other
male,afam,36.77000046,no,no,yes,yes,7,9.760000229,0.200000003,0.484990001,14,high,other
female,other,53.70000076,no,no,yes,yes,5,9.729999542,0.5,0.778289974,16,low,other
female,other,50.68999863,yes,yes,yes,yes,5,9.729999542,0.5,0.778289974,15,high,other
female,other,60.27999878,no,no,yes,yes,5,9.729999542,0.5,0.778289974,16,low,other
female,other,65.19000244,no,no,yes,yes,5,9.729999542,0.5,0.778289974,17,low,other
male,other,63.29999924,no,no,yes,yes,5,9.729999542,0.5,0.778289974,16,low,other
male,other,59.54999924,no,no,yes,yes,5,9.729999542,0.5,0.778289974,14,low,other
male,afam,49.68999863,no,no,yes,yes,5,9.729999542,0.5,0.778289974,15,low,other
female,other,56.59999847,no,no,yes,no,7.699999809,11.07999992,4.5,0.893760026,13,low,other
female,other,51.84999847,no,no,yes,no,7.699999809,11.07999992,4.5,0.893760026,12,low,other
male,other,48.02999878,no,no,yes,no,7.699999809,11.07999992,4.5,0.893760026,12,low,other
male,hispanic,54.59000015,no,no,yes,yes,6.099999905,9.760000229,0.5,0.484990001,12,low,other
female,other,47.77999878,no,no,yes,yes,6.099999905,9.760000229,0.5,0.484990001,13,low,other
male,other,60.5,yes,no,yes,yes,6.099999905,9.760000229,0.5,0.484990001,16,high,other
female,other,60.86999893,no,no,yes,yes,6.099999905,9.760000229,0.5,0.484990001,17,low,other
female,other,47.04000092,no,no,yes,yes,6.099999905,9.760000229,0.5,0.484990001,12,low,other
female,other,57.65999985,no,no,yes,no,4.199999809,11.07999992,6,0.893760026,12,low,other
female,other,62.90000153,no,no,yes,no,4.199999809,11.07999992,6,0.893760026,14,low,other
female,other,59.77999878,no,no,yes,no,4.199999809,11.07999992,6,0.893760026,16,high,other
male,other,63.02000046,no,no,yes,no,4.199999809,11.07999992,6,0.893760026,16,low,other
female,other,53.49000168,no,no,yes,no,4.199999809,11.07999992,6,0.893760026,16,high,other
female,other,58,no,no,yes,no,4.199999809,11.07999992,6,0.893760026,16,low,other
female,hispanic,41.25,no,yes,yes,no,3.599999905,9.289999962,5,0.769050002,13,low,other
female,other,62.54999924,no,no,no,no,3.599999905,9.289999962,5,0.769050002,13,low,other
female,other,60.83000183,no,no,no,no,3.599999905,9.289999962,5,0.769050002,16,high,other
male,other,44.74000168,yes,no,yes,no,3.599999905,9.289999962,5,0.769050002,12,low,other
male,hispanic,44.95999908,no,no,yes,no,3.599999905,9.289999962,5,0.769050002,12,low,other
female,other,56.27000046,yes,no,yes,no,6.400000095,9.760000229,1.200000048,0.484990001,13,high,other
male,other,54.27999878,no,no,no,no,6.400000095,9.760000229,1.200000048,0.484990001,14,low,other
male,other,67.98999786,no,no,yes,no,6.199999809,11.07999992,5,0.893760026,15,high,other
male,other,46.43999863,no,no,yes,no,6.199999809,11.07999992,5,0.893760026,12,low,other
female,other,60.29000092,no,no,yes,no,6.199999809,11.07999992,5,0.893760026,17,high,other
female,hispanic,56.02000046,no,no,yes,no,6.199999809,11.07999992,5,0.893760026,16,low,other
female,other,47.22999954,no,no,no,no,6.199999809,11.07999992,5,0.893760026,16,low,other
female,other,53.93999863,no,no,yes,no,6.5,11.07999992,0.699999988,0.893760026,15,low,other
female,other,47.86999893,yes,yes,yes,no,6.5,11.07999992,0.699999988,0.893760026,16,low,other
female,other,59.81000137,no,no,yes,no,6.5,11.07999992,0.699999988,0.893760026,16,high,other
male,other,64.12999725,no,no,yes,no,6.5,11.07999992,0.699999988,0.893760026,12,low,other
male,other,60.04999924,no,no,yes,no,6.5,11.07999992,0.699999988,0.893760026,16,high,other
female,other,50.27000046,no,no,yes,no,6.5,11.07999992,0.699999988,0.893760026,13,high,other
female,afam,44.86000061,no,no,yes,no,6.400000095,9.760000229,0,0.484990001,12,low,other
female,afam,49.33000183,no,no,yes,no,6.400000095,9.760000229,0,0.484990001,12,low,other
male,other,49.40999985,yes,no,yes,no,6.400000095,9.760000229,0,0.484990001,13,high,other
male,other,66.08000183,yes,yes,yes,no,6.400000095,9.760000229,0,0.484990001,14,high,other
male,other,38.79000092,yes,yes,yes,no,6.400000095,9.760000229,0,0.484990001,15,high,other
female,other,44.75999832,yes,yes,yes,no,6.400000095,9.760000229,0,0.484990001,18,high,other
male,other,57.86000061,no,no,yes,no,6.400000095,9.760000229,0,0.484990001,15,low,other
female,afam,43.40000153,no,no,yes,no,6.400000095,9.760000229,0,0.484990001,15,low,other
female,other,59.52999878,no,no,yes,no,5.5,10.51000023,0,0.824479997,14,low,other
male,other,52.52999878,no,no,yes,no,5.5,10.51000023,0,0.824479997,12,low,other
male,other,48,no,no,yes,no,5.5,10.51000023,0,0.824479997,12,low,other
female,other,34.61000061,no,no,yes,no,5.5,10.51000023,0,0.824479997,12,low,other
male,other,39.59000015,no,yes,yes,no,5.5,10.51000023,0,0.824479997,12,high,other
female,other,40.41999817,no,no,no,no,5.5,10.51000023,0,0.824479997,12,low,other
male,other,54.15000153,no,no,yes,no,5.5,10.51000023,0,0.824479997,14,low,other
male,other,59.93999863,yes,no,yes,no,5.5,10.51000023,0,0.824479997,13,high,other
male,other,62.50999832,yes,no,yes,no,4.699999809,10.51000023,1.200000048,0.824479997,16,high,other
male,other,62.25999832,no,no,yes,no,4.699999809,10.51000023,1.200000048,0.824479997,14,low,other
female,other,50.15999985,no,no,yes,no,4.699999809,10.51000023,1.200000048,0.824479997,12,low,other
male,other,59.41999817,no,no,no,no,4.699999809,10.51000023,1.200000048,0.824479997,12,low,other
male,other,62.45999908,no,no,yes,no,4.699999809,10.51000023,1.200000048,0.824479997,16,low,other
male,other,64.19000244,yes,yes,yes,no,4.699999809,10.51000023,1.200000048,0.824479997,16,high,other
male,other,48.59000015,yes,no,yes,no,4.699999809,10.51000023,1.200000048,0.824479997,16,low,other
female,afam,38.45999908,no,no,yes,yes,8.600000381,9.760000229,0.5,0.484990001,12,low,other
female,afam,39.56999969,no,no,yes,yes,8.600000381,9.760000229,0.5,0.484990001,12,low,other
female,afam,45.38000107,no,no,yes,yes,8.600000381,9.760000229,0.5,0.484990001,14,low,other
male,afam,42.29999924,yes,yes,yes,yes,8.600000381,9.760000229,0.5,0.484990001,13,low,other
female,afam,43.29999924,no,no,no,yes,8.600000381,9.760000229,0.5,0.484990001,12,low,other
female,other,40.18999863,no,no,yes,no,2.799999952,9.729999542,7.800000191,0.778289974,12,low,other
female,other,58.88000107,no,no,yes,no,2.799999952,9.729999542,7.800000191,0.778289974,14,low,other
male,other,58.99000168,no,no,yes,no,2.799999952,9.729999542,7.800000191,0.778289974,15,low,other
female,other,60.59999847,no,no,no,no,2.799999952,9.729999542,7.800000191,0.778289974,15,low,other
female,other,59.22999954,no,no,yes,no,2.799999952,9.729999542,7.800000191,0.778289974,14,low,other
male,other,43.61000061,no,no,no,no,2.799999952,9.729999542,7.800000191,0.778289974,12,low,other
female,other,55.63999939,yes,no,yes,no,2.799999952,9.729999542,7.800000191,0.778289974,14,low,other
male,other,63.20999908,no,no,yes,no,2.799999952,9.729999542,7.800000191,0.778289974,12,low,other
male,other,38.43000031,no,no,yes,no,5,9.289999962,4,0.769050002,12,low,other
female,other,54.83000183,no,no,yes,no,5,9.289999962,4,0.769050002,12,low,other
female,other,58.97000122,no,no,yes,no,5,9.289999962,4,0.769050002,16,low,other
male,other,48.65999985,no,no,yes,no,5,9.289999962,4,0.769050002,16,low,other
male,other,65.73999786,no,no,yes,no,5,9.289999962,4,0.769050002,18,low,other
female,other,40.43999863,no,no,no,no,5,9.289999962,4,0.769050002,15,high,other
male,other,46.18999863,no,no,yes,no,5,9.289999962,4,0.769050002,13,low,other
female,other,40.43000031,no,no,yes,no,5,9.289999962,4,0.769050002,12,low,other
female,other,48.63000107,no,no,yes,no,5,9.289999962,4,0.769050002,16,low,other
female,hispanic,44.43999863,no,no,yes,no,5.699999809,9.289999962,1,0.769050002,13,low,other
male,other,35.84999847,no,no,yes,no,5.699999809,9.289999962,1,0.769050002,13,low,other
male,other,43.54000092,no,no,yes,no,5.699999809,9.289999962,1,0.769050002,12,low,other
female,other,44.5,no,no,yes,no,5.699999809,9.289999962,1,0.769050002,12,low,other
male,other,59.70999908,no,no,yes,no,5.699999809,9.289999962,1,0.769050002,17,low,other
male,other,51.70999908,no,no,yes,no,4.800000191,10.51000023,4,0.824479997,16,high,other
female,other,63.18000031,no,no,yes,no,4.800000191,10.51000023,4,0.824479997,14,low,other
female,afam,35.56000137,no,no,no,yes,9.5,9.640000343,0.100000001,1.152420044,12,low,other
female,afam,37.25,no,no,no,yes,9.5,9.640000343,0.100000001,1.152420044,13,low,other
female,hispanic,42.65000153,no,no,no,yes,9.5,9.640000343,0.100000001,1.152420044,12,low,other
female,afam,45.59999847,no,no,yes,yes,9.5,9.640000343,0.100000001,1.152420044,15,low,other
female,afam,38.56999969,no,yes,yes,yes,9.5,9.640000343,0.100000001,1.152420044,13,low,other
female,hispanic,38.27999878,no,no,no,yes,9.5,9.640000343,0.100000001,1.152420044,15,low,other
female,hispanic,37.29999924,yes,no,no,yes,9.5,9.640000343,0.100000001,1.152420044,12,low,other
male,other,35.59999847,no,no,no,yes,10.69999981,10.03999996,0.100000001,1.127020001,16,low,other
female,hispanic,38.02999878,yes,no,no,yes,10.69999981,10.03999996,0.100000001,1.127020001,12,low,other
female,hispanic,58.5,no,no,no,yes,10.69999981,10.03999996,0.100000001,1.127020001,12,low,other
female,hispanic,39.84999847,no,no,no,yes,10.69999981,10.03999996,0.100000001,1.127020001,12,low,other
male,hispanic,49.34999847,no,no,no,yes,9.5,9.640000343,0.400000006,1.152420044,14,low,other
female,hispanic,53.22000122,no,no,no,yes,9.5,9.640000343,0.400000006,1.152420044,12,low,other
female,hispanic,42.88999939,no,no,yes,yes,9.5,9.640000343,0.400000006,1.152420044,12,low,other
female,hispanic,44.88999939,no,no,yes,yes,9.5,9.640000343,0.699999988,1.152420044,16,low,other
female,other,45.88000107,no,no,yes,yes,9.5,9.640000343,0.699999988,1.152420044,16,low,other
male,hispanic,48.54999924,no,no,no,yes,9.5,9.640000343,0.699999988,1.152420044,15,low,other
female,hispanic,37.97000122,no,no,no,yes,9.5,9.640000343,0.699999988,1.152420044,12,low,other
female,hispanic,40.15999985,no,no,no,yes,9.5,9.640000343,0.699999988,1.152420044,13,low,other
female,afam,42.95999908,no,no,yes,no,8.199999809,7.539999962,0.800000012,0.818710029,14,low,other
male,afam,62.13999939,no,no,yes,no,8.199999809,7.539999962,0.800000012,0.818710029,16,high,other
female,hispanic,40.61999893,no,no,no,no,8.199999809,7.539999962,0.800000012,0.818710029,15,low,other
male,other,57.72000122,yes,yes,yes,no,8.199999809,7.539999962,0.5,0.818710029,17,high,other
male,other,59.06000137,no,no,no,no,8.199999809,7.539999962,0.5,0.818710029,16,low,other
male,other,67.83999634,no,no,yes,no,4,7.539999962,0.400000006,0.818710029,12,low,other
male,hispanic,54.84000015,no,no,no,no,4,7.539999962,0.400000006,0.818710029,15,low,other
male,other,45.56000137,no,no,yes,no,4,7.539999962,0.400000006,0.818710029,12,low,other
female,other,47.15000153,no,no,yes,no,4,7.539999962,0.400000006,0.818710029,12,low,other
female,hispanic,38.45000076,no,no,yes,no,4,7.539999962,0.400000006,0.818710029,14,low,other
female,other,60.90000153,yes,yes,yes,yes,8.199999809,7.539999962,0.5,0.818710029,15,low,other
male,afam,60.65000153,no,no,yes,yes,8.199999809,7.539999962,0.5,0.818710029,13,low,other
female,hispanic,47.16999817,yes,no,yes,yes,8.199999809,7.539999962,0.5,0.818710029,15,high,other
female,other,64.33000183,yes,no,yes,yes,8.199999809,7.539999962,0.5,0.818710029,16,high,other
male,other,47.31999969,yes,yes,yes,no,8.199999809,7.539999962,0.400000006,0.818710029,14,high,other
female,other,44.09999847,yes,no,yes,no,8.199999809,7.539999962,0.400000006,0.818710029,15,low,other
male,other,44.77000046,no,no,yes,no,8.199999809,7.539999962,0.400000006,0.818710029,12,low,other
female,other,51.36000061,yes,no,yes,no,8.199999809,7.539999962,0.400000006,0.818710029,16,low,other
female,other,52.09000015,yes,no,yes,no,8.199999809,7.539999962,0.400000006,0.818710029,18,high,other
female,other,51.65000153,yes,no,yes,no,8.199999809,7.539999962,0.400000006,0.818710029,16,high,other
female,other,39.45999908,yes,no,yes,no,8.199999809,7.539999962,0.400000006,0.818710029,12,low,other
female,hispanic,35.38000107,no,no,yes,yes,10.80000019,9.920000076,0.100000001,0.454970002,12,low,other
male,hispanic,38.40999985,no,no,yes,yes,10.80000019,9.920000076,0.100000001,0.454970002,16,low,other
male,hispanic,58.95999908,no,no,yes,yes,10.80000019,9.920000076,0.100000001,0.454970002,15,low,other
male,hispanic,59.45000076,yes,no,no,yes,10.80000019,9.920000076,0.100000001,0.454970002,15,low,other
female,hispanic,43.90999985,no,no,yes,yes,10.80000019,9.920000076,0.100000001,0.454970002,16,low,other
male,hispanic,41.04000092,no,no,no,yes,10.80000019,9.920000076,0.100000001,0.454970002,13,low,other
male,hispanic,47.72999954,no,no,no,yes,10.80000019,9.920000076,0.100000001,0.454970002,12,low,other
male,hispanic,34.41999817,no,no,yes,yes,10.80000019,9.920000076,0.100000001,0.454970002,12,low,other
male,hispanic,39.34000015,no,no,yes,yes,10.80000019,9.920000076,0.100000001,0.454970002,12,low,other
male,other,57.29000092,no,no,yes,yes,5.900000095,9.920000076,0.300000012,0.454970002,16,low,other
female,hispanic,36.77999878,no,no,no,yes,5.900000095,9.920000076,0.300000012,0.454970002,12,low,other
female,hispanic,50.38000107,no,no,no,yes,5.900000095,9.920000076,0.300000012,0.454970002,16,low,other
female,hispanic,60.11999893,no,no,yes,yes,5.900000095,9.920000076,0.300000012,0.454970002,13,low,other
female,hispanic,52.61999893,no,no,yes,yes,5.900000095,9.920000076,0.300000012,0.454970002,12,low,other
male,hispanic,35.06999969,no,no,yes,yes,5.900000095,9.920000076,0.300000012,0.454970002,13,low,other
male,hispanic,41.91999817,no,no,yes,yes,5.900000095,9.920000076,0.300000012,0.454970002,12,low,other
male,hispanic,37.84999847,yes,no,yes,yes,5.900000095,9.920000076,0.300000012,0.454970002,12,high,other
female,other,58.52999878,no,no,yes,yes,5.900000095,9.920000076,0.300000012,0.454970002,14,low,other
female,hispanic,47.81000137,no,no,no,yes,5.900000095,9.920000076,0.300000012,0.454970002,15,low,other
female,hispanic,55.93999863,no,no,yes,yes,5.900000095,9.920000076,0.300000012,0.454970002,17,low,other
female,hispanic,51.95000076,no,no,yes,yes,5.900000095,9.920000076,0.300000012,0.454970002,14,low,other
male,hispanic,53.22999954,no,no,yes,yes,5.900000095,9.920000076,0.300000012,0.454970002,13,low,other
female,afam,62.00999832,no,no,yes,no,4.800000191,9.920000076,4.5,0.454970002,15,low,other
male,hispanic,41.36000061,no,no,yes,no,4.800000191,9.920000076,4.5,0.454970002,12,low,other
male,hispanic,39.99000168,no,no,yes,no,4.800000191,9.920000076,4.5,0.454970002,13,low,other
female,hispanic,42.77999878,no,no,yes,no,4.800000191,9.920000076,4.5,0.454970002,12,low,other
male,hispanic,55.09000015,no,no,no,no,4.800000191,9.920000076,4.5,0.454970002,12,low,other
male,hispanic,37.77000046,no,no,yes,no,4.800000191,9.920000076,4.5,0.454970002,16,high,other
male,other,68.09999847,no,yes,yes,no,4.800000191,9.920000076,4.5,0.454970002,16,high,other
male,hispanic,59.52000046,no,no,yes,no,4.800000191,9.920000076,4.5,0.454970002,16,low,other
male,hispanic,39.24000168,no,no,yes,no,4.800000191,9.920000076,4.5,0.454970002,14,low,other
male,hispanic,47.56000137,no,no,yes,no,4.800000191,9.920000076,4.5,0.454970002,12,low,other
female,other,55.04000092,no,no,yes,no,4.800000191,9.920000076,4.5,0.454970002,12,low,other
female,hispanic,43.81999969,no,no,yes,yes,10.80000019,9.920000076,0.400000006,0.454970002,12,low,other
male,hispanic,47.13000107,no,no,yes,yes,10.80000019,9.920000076,0.400000006,0.454970002,14,high,other
male,hispanic,43.15999985,no,no,yes,yes,10.80000019,9.920000076,0.400000006,0.454970002,12,high,other
male,hispanic,53.93000031,no,no,yes,yes,10.80000019,9.920000076,0.400000006,0.454970002,14,low,other
male,hispanic,48.63000107,no,no,yes,yes,10.80000019,9.920000076,0.400000006,0.454970002,16,low,other
female,hispanic,37.18999863,no,no,yes,yes,10.80000019,9.920000076,0.400000006,0.454970002,15,low,other
male,other,42.90000153,no,no,no,yes,5.900000095,9.920000076,1,0.454970002,12,low,other
male,afam,50.00999832,no,no,no,yes,5.900000095,9.920000076,1,0.454970002,12,low,other
female,hispanic,44.18000031,no,no,yes,yes,5.900000095,9.920000076,1,0.454970002,12,low,other
male,other,52.43000031,no,no,yes,yes,5.900000095,9.920000076,1,0.454970002,12,low,other
female,afam,49.43999863,yes,yes,no,yes,5.900000095,9.920000076,1,0.454970002,14,low,other
male,afam,35.06000137,no,no,no,yes,5.900000095,9.920000076,1,0.454970002,12,low,other
male,afam,37.72000122,no,no,yes,yes,5.900000095,9.920000076,1,0.454970002,12,low,other
male,hispanic,39.29999924,no,no,yes,yes,9.100000381,9.920000076,3,0.454970002,13,low,other
male,hispanic,49.88000107,no,no,no,yes,9.100000381,9.920000076,3,0.454970002,15,low,other
female,hispanic,38.95000076,no,no,yes,yes,9.100000381,9.920000076,3,0.454970002,18,high,other
male,hispanic,47.31000137,no,no,yes,yes,9.100000381,9.920000076,3,0.454970002,16,low,other
male,hispanic,41.63000107,no,no,yes,yes,9.100000381,9.920000076,3,0.454970002,12,low,other
female,hispanic,42.43999863,no,yes,yes,yes,9.100000381,9.920000076,3,0.454970002,12,high,other
female,hispanic,37.25999832,no,no,no,yes,9.100000381,9.920000076,3,0.454970002,13,low,other
male,hispanic,53.04999924,no,no,yes,yes,5.900000095,9.920000076,2.200000048,0.454970002,12,high,other
male,hispanic,56.11999893,no,no,no,yes,5.900000095,9.920000076,2.200000048,0.454970002,12,low,other
male,afam,39.83000183,no,no,yes,yes,5.900000095,9.920000076,2.200000048,0.454970002,12,low,other
female,afam,45.65000153,no,no,yes,yes,5.900000095,9.920000076,2.200000048,0.454970002,13,low,other
female,other,46.81000137,no,no,yes,yes,5.900000095,9.920000076,2.200000048,0.454970002,13,low,other
female,other,42.99000168,no,no,yes,yes,5.900000095,9.920000076,2.200000048,0.454970002,15,high,other
male,hispanic,65.06999969,no,no,yes,yes,5.900000095,9.920000076,2.200000048,0.454970002,17,high,other
female,hispanic,42.84000015,no,no,no,no,5.900000095,9.920000076,0.200000003,0.454970002,13,low,other
female,hispanic,50.41999817,no,no,yes,no,5.900000095,9.920000076,0.200000003,0.454970002,16,high,other
male,hispanic,59.22999954,yes,no,yes,no,5.900000095,9.920000076,0.200000003,0.454970002,15,high,other
male,other,43.04000092,no,no,yes,no,5.900000095,9.920000076,0.200000003,0.454970002,12,low,other
female,hispanic,41.04000092,no,no,yes,yes,5.900000095,9.920000076,0.300000012,0.454970002,14,low,other
female,hispanic,41.79999924,no,no,yes,yes,5.900000095,9.920000076,0.300000012,0.454970002,12,low,other
male,hispanic,40.72000122,no,no,no,yes,5.900000095,9.920000076,0.300000012,0.454970002,13,low,other
female,hispanic,47.04999924,no,no,yes,yes,5.900000095,9.920000076,0.300000012,0.454970002,14,low,other
female,hispanic,38.86999893,no,no,no,yes,5.900000095,9.920000076,0.300000012,0.454970002,12,low,other
female,hispanic,49.93000031,no,no,yes,yes,5.900000095,9.920000076,0.300000012,0.454970002,12,low,other
female,hispanic,55.47999954,no,no,yes,yes,5.900000095,9.920000076,0.300000012,0.454970002,18,low,other
male,hispanic,54.24000168,no,no,yes,yes,5.900000095,9.920000076,0.300000012,0.454970002,14,low,other
male,hispanic,53.06000137,no,no,yes,yes,5.900000095,9.920000076,0.300000012,0.454970002,12,low,other
male,hispanic,37.08000183,no,no,no,yes,5.900000095,9.920000076,0.300000012,0.454970002,12,low,other
male,hispanic,37.25,no,no,yes,yes,5.900000095,9.920000076,0.300000012,0.454970002,12,low,other
female,hispanic,36.09000015,no,no,no,yes,5.900000095,9.920000076,0.300000012,0.454970002,12,low,other
male,hispanic,60,no,no,yes,yes,5.900000095,9.920000076,1,0.454970002,13,low,other
male,hispanic,44.47999954,no,no,no,yes,5.900000095,9.920000076,1,0.454970002,12,low,other
female,hispanic,43.65000153,no,no,yes,yes,5.900000095,9.920000076,1,0.454970002,12,high,other
female,hispanic,52.36000061,no,no,yes,yes,5.900000095,9.920000076,1,0.454970002,13,low,other
male,hispanic,48.93999863,no,no,yes,yes,9.100000381,9.920000076,1,0.454970002,15,low,other
male,hispanic,36.31999969,no,no,no,yes,9.100000381,9.920000076,1,0.454970002,12,low,other
male,hispanic,53.40999985,no,no,yes,yes,9.100000381,9.920000076,1,0.454970002,16,low,other
female,hispanic,34.83000183,no,no,no,yes,9.100000381,9.920000076,1,0.454970002,12,low,other
female,hispanic,43.95000076,no,no,yes,yes,9.100000381,9.920000076,1,0.454970002,15,low,other
female,hispanic,40.83000183,no,no,yes,yes,9.100000381,9.920000076,1,0.454970002,13,low,other
male,hispanic,50.58000183,no,no,no,yes,9.100000381,9.920000076,1,0.454970002,13,low,other
male,hispanic,57.22999954,no,no,yes,yes,9.100000381,9.920000076,1,0.454970002,12,low,other
male,hispanic,62.74000168,no,no,yes,yes,9.100000381,9.920000076,1,0.454970002,14,low,other
male,hispanic,48.58000183,no,no,yes,yes,9.100000381,9.920000076,1,0.454970002,12,low,other
female,hispanic,43.52000046,no,no,yes,yes,9.100000381,9.920000076,1,0.454970002,15,low,other
male,hispanic,41.72000122,no,no,yes,yes,9.100000381,9.920000076,1,0.454970002,12,low,other
male,hispanic,48.54000092,no,no,yes,yes,12.80000019,9.920000076,0.600000024,0.454970002,14,low,other
female,hispanic,49.45000076,no,no,yes,yes,12.80000019,9.920000076,0.600000024,0.454970002,15,low,other
female,hispanic,40.33000183,no,no,yes,yes,12.80000019,9.920000076,0.600000024,0.454970002,13,low,other
male,hispanic,47.88999939,no,no,yes,yes,12.80000019,9.920000076,0.600000024,0.454970002,16,high,other
female,hispanic,48.29000092,no,no,yes,yes,12.80000019,9.920000076,0.600000024,0.454970002,12,low,other
female,other,45.91999817,yes,no,yes,yes,12.80000019,9.920000076,0.600000024,0.454970002,16,low,other
female,hispanic,50.79999924,no,no,yes,yes,12.80000019,9.920000076,0.600000024,0.454970002,18,low,other
female,hispanic,49.81000137,no,no,yes,yes,12.80000019,9.920000076,0.600000024,0.454970002,12,low,other
male,hispanic,48.59000015,no,no,yes,no,5.099999905,9.920000076,3.5,0.454970002,12,low,other
female,hispanic,37.40000153,no,no,yes,no,5.099999905,9.920000076,3.5,0.454970002,12,low,other
male,hispanic,43.06000137,no,no,yes,no,5.099999905,9.920000076,3.5,0.454970002,17,low,other
male,hispanic,38.86000061,no,no,yes,no,5.099999905,9.920000076,3.5,0.454970002,12,low,other
female,hispanic,32.20000076,no,no,yes,no,5.099999905,9.920000076,3.5,0.454970002,12,low,other
male,hispanic,33.5,no,no,yes,no,5.099999905,9.920000076,3.5,0.454970002,12,low,other
female,hispanic,38.81000137,no,no,yes,no,5.099999905,9.920000076,3.5,0.454970002,12,low,other
female,hispanic,37.75999832,no,no,yes,no,5.099999905,9.920000076,3.5,0.454970002,12,low,other
female,other,63.68000031,no,no,no,no,5.099999905,9.920000076,3.5,0.454970002,16,low,other
female,hispanic,45.13000107,no,no,yes,no,5.099999905,9.920000076,3.5,0.454970002,12,low,other
female,hispanic,34.18000031,no,no,yes,no,5.099999905,9.920000076,3.5,0.454970002,13,low,other
male,hispanic,45.88999939,no,no,yes,yes,5.900000095,9.920000076,0.899999976,0.454970002,12,low,other
female,hispanic,36.52000046,no,no,no,yes,5.900000095,9.920000076,0.899999976,0.454970002,12,low,other
male,hispanic,38.45999908,no,no,yes,yes,5.900000095,9.920000076,0.899999976,0.454970002,12,low,other
female,hispanic,38.34999847,no,no,no,yes,5.900000095,9.920000076,0.899999976,0.454970002,12,low,other
female,hispanic,33.34999847,no,no,yes,yes,5.900000095,9.920000076,0.899999976,0.454970002,12,low,other
male,hispanic,45.33000183,no,no,yes,yes,5.900000095,9.920000076,0.899999976,0.454970002,12,low,other
male,hispanic,44.58000183,no,no,yes,no,12.80000019,9.920000076,0.100000001,0.454970002,16,low,other
male,hispanic,60.29999924,yes,no,yes,no,12.80000019,9.920000076,0.100000001,0.454970002,15,high,other
female,hispanic,42,no,no,yes,no,12.80000019,9.920000076,0.100000001,0.454970002,16,low,other
male,hispanic,51.38999939,yes,no,yes,no,12.80000019,9.920000076,0.100000001,0.454970002,17,high,other
male,hispanic,50.88000107,no,no,yes,no,12.80000019,9.920000076,0.100000001,0.454970002,16,low,other
male,hispanic,41.15000153,no,no,no,no,12.80000019,9.920000076,0.100000001,0.454970002,12,low,other
female,hispanic,45.97999954,no,no,yes,no,12.80000019,9.920000076,0.100000001,0.454970002,17,low,other
female,hispanic,57.27999878,no,no,yes,no,12.80000019,9.920000076,0.100000001,0.454970002,17,low,other
female,hispanic,49.56000137,no,no,yes,no,12.80000019,9.920000076,0.100000001,0.454970002,12,low,other
male,hispanic,61.38000107,no,no,yes,no,12.80000019,9.920000076,0.100000001,0.454970002,15,low,other
male,hispanic,53.09000015,no,no,yes,no,12.80000019,9.920000076,0.100000001,0.454970002,16,low,other
